1878381,0.050000905990600586,37566939.29412214
1878381,0.6379411220550537,2945475.58550057
1878381,0.041002511978149414,45827436.158090904
1878381,0.062023162841796875,30295778.446398918
1502708,0.057003021240234375,26371093.44897276
1502708,0.15961766242980957,9417704.639428815
1127031,0.04446768760681152,25353780.70406571
1127031,0.01900005340576172,59337938.474326156
1127031,0.024999380111694336,45098078.23085213
1127031,0.018000364303588867,62633399.02377515
1127031,0.027001142501831055,41754677.60016247
1127031,0.017999649047851562,62635887.89996821
1127031,0.023999691009521484,46976604.805149905
1127031,0.026999950408935547,41756521.13890115
1127031,0.024000167846679688,46975671.47039656
1127031,0.025002241134643555,45092917.628005
1127031,0.01599884033203125,70469107.5479256
1127031,0.01900482177734375,59323050.39261341
1127031,0.013999223709106445,80534751.3138614
1127031,0.020001888275146484,56365878.28564617
1127031,0.017000913619995117,66315494.87281754
16,0.11726903915405273,8732.057560860567
16,0.002006053924560547,510454.8723555978
16,0.001999378204345703,512159.22919150966
16,0.0020003318786621094,511915.05315852206
16,0.002000093460083008,511976.0753367505
