size,time
4735, 24004.459381103516
4736, 7003.545761108398
2812, 337174.8924255371
2812, 998.4970092773438
2812, 1985.0730895996094
2812, 3005.7430267333984
3822971, 148191.2136077881
3822971, 90450.52528381348
